DISTGENSIZ,DISTGENTYP,SUB,Longitude,Latitude
5.80000000000,Solar,304,-104.70716496200,39.45376115700
9.90000000000,Solar,401,-104.33945950900,39.73234298000
7.80000000000,Solar,305,-104.82083208800,39.39254277100
2.85000000000,Solar,201,-104.77926667900,39.59710410600
6.50000000000,Solar,401,-104.27557861200,39.72177179900
5.50000000000,Solar,301,-104.84104714900,39.34901830300
5.50000000000,Solar,314,-104.80667768200,39.50123191000
4.75000000000,Solar,206,-104.79523458400,39.62184671800
5.00000000000,Solar,206,-104.73765293000,39.62856943300
7.54000000000,Solar,301,-104.84388365300,39.37093508400
6.20000000000,Solar,104,-105.43435099300,38.78159311100
5.28000000000,Solar,101,-105.05231236300,38.98767183300
3.70000000000,Solar,314,-104.81798392100,39.50455257700
2.50000000000,Solar,204,-104.73374462600,39.61152008200
2.30000000000,Solar,302,-104.80622312800,39.51209361500
3.60000000000,Solar,103,-105.49488573600,39.02083514600
9.50000000000,Solar,101,-105.05383068100,38.98350334200
4.20000000000,Solar,206,-104.77079328300,39.61251189600
8.40000000000,Solar,201,-104.77427363900,39.59906290400
7.80000000000,Solar,201,-104.75348174600,39.58415765300
7.40000000000,Solar,306,-104.51881003400,39.57233856700
7.60000000000,Solar,304,-104.70134218900,39.49788932900
7.84000000000,Solar,202,-104.73731451400,39.52622091100
3.60000000000,Solar,206,-104.79679709100,39.58132333800
5.00000000000,Solar,206,-104.78079165200,39.61609423500
4.23000000000,Solar,102,-105.09995961800,38.92751741500
2.30000000000,Solar,313,-104.83222865000,39.32079165200
9.30000000000,Solar,305,-104.73834732900,39.44854844200
3.80000000000,Solar,207,-104.72154954000,39.51647730200
5.30000000000,Solar,302,-104.80441712700,39.52719450700
8.40000000000,Solar,309,-104.88805522300,39.47751400800
4.50000000000,Solar,314,-104.81549959600,39.50173386900
6.00000000000,Solar,509,-105.79884135100,39.23928873700
4.20000000000,Solar,314,-104.81257573200,39.50100184500
4.30000000000,Solar,302,-104.80004051600,39.52057507500
4.37000000000,Solar,301,-104.79140076600,39.37109274300
3.60000000000,Solar,204,-104.73409092100,39.61389202600
5.70000000000,Solar,301,-104.85101804200,39.38178272900
4.80000000000,Solar,207,-104.72803547600,39.51380617600
8.00000000000,Solar,102,-105.19664676800,38.97241171900
5.60000000000,Solar,101,-105.32476608600,39.26104567900
9.80000000000,Solar,302,-104.79732071900,39.52467885600
9.92000000000,Solar,,-104.73139171000,39.46099634200
4.50000000000,Solar,303,-104.88960522500,39.39570053100
3.20000000000,Solar,305,-104.73915173400,39.44065197800
9.90000000000,Solar,504,-105.29753340400,39.46958510600
5.10000000000,Solar,308,-104.91969374900,39.11407756900
3.13000000000,Solar,504,-105.39247628400,39.50500796400
7.35000000000,Solar,505,-105.47491495600,39.48048790200
7.50000000000,Solar,,-104.73681684900,39.46364376700
4.00000000000,Solar,103,-105.31109476600,38.98478117900
4.90000000000,Solar,303,-104.90871236500,39.39378807000
8.70000000000,Solar,314,-104.80383039800,39.50509058000
9.71500000000,Solar,314,-104.80852803200,39.50878332500
6.90000000000,Solar,314,-104.80943446900,39.49436603700
3.22000000000,Solar,205,-104.79996014100,39.55586729700
3.80000000000,Solar,305,-104.77426218000,39.43771515600
9.90000000000,Solar,503,-105.28132923600,39.51103227300
2.70000000000,Solar,308,-104.90842392500,39.12061657800
7.80000000000,Solar,206,-104.79650859300,39.61218226000
6.30000000000,Solar,305,-104.64937803500,39.40790900400
6.30000000000,Solar,201,-104.77888510700,39.60121869900
6.00000000000,Solar,302,-104.77977073200,39.49867263000
6.70000000000,Solar,508,-105.93537512000,38.88744200900
4.60000000000,Solar,101,-105.05759420700,39.01952331200
3.10000000000,Solar,310,-105.06823806700,39.46788104100
4.20000000000,Solar,317,-104.82320877300,39.38429799400
4.70000000000,Solar,306,-104.63842536600,39.34955459100
5.00000000000,Solar,302,-104.78565497400,39.52944014000
5.20000000000,Solar,310,-105.06491061500,39.47468736000
9.50000000000,Solar,207,-104.69872073700,39.55823757800
9.50000000000,Solar,105,-105.93651385500,39.22133789100
5.20000000000,Solar,312,-104.57500654200,39.37313838900
6.00000000000,Solar,206,-104.80663211000,39.61709168000
3.50000000000,Solar,209,-104.81130086700,39.56572676700
4.40000000000,Solar,206,-104.79064489700,39.61996983500
2.70000000000,Solar,504,-105.41352511200,39.49819618500
2.90000000000,Solar,303,-104.88849662100,39.39479890200
3.27000000000,Solar,301,-104.78128241300,39.36582049400
5.00000000000,Solar,504,-105.28704323700,39.47696350600
3.50000000000,Solar,314,-104.81480303600,39.50195187000
5.00000000000,Solar,503,-105.32449400000,39.55141623400
3.20000000000,Solar,303,-104.88735255900,39.39437011900
7.96000000000,Solar,511,-105.40591521300,39.69329928200
2.30000000000,Solar,204,-104.72081491500,39.62184708800
6.00000000000,Solar,308,-104.88299799100,39.11969219900
3.80000000000,Solar,205,-104.79531138300,39.56615415000
9.90000000000,Solar,311,-104.91123451500,39.41237119400
7.20000000000,Solar,301,-104.80114253200,39.36314527100
3.80000000000,Solar,511,-105.42373183500,39.71334763900
3.00000000000,Solar,314,-104.79636490000,39.49669745900
5.70000000000,Solar,103,-105.33876867400,38.84467900100
5.80000000000,Solar,308,-104.88638706200,39.22495718900
9.80000000000,Solar,504,-105.37964413800,39.45092492500
3.00000000000,Solar,206,-104.78823122400,39.61402931700
6.80000000000,Solar,102,-105.20824143400,38.91719895600
3.20000000000,Solar,303,-104.89057678600,39.39491313200
4.90000000000,Solar,309,-104.88900229800,39.46801126000
8.50000000000,Solar,310,-105.07069728300,39.47035060800
3.20000000000,Solar,204,-104.76494445100,39.60889264300
2.30000000000,Solar,101,-105.05494089800,39.01983371300
4.80000000000,Solar,303,-104.89039851600,39.39432102200
3.50000000000,Solar,209,-104.81166254900,39.56573009500
9.20000000000,Solar,307,-104.98891310100,39.49004113300
7.56000000000,Solar,207,-104.73558753000,39.51725039200
7.00000000000,Solar,306,-104.52351799800,39.50552097900
7.80000000000,Solar,308,-104.81972989900,39.16279962200
3.40000000000,Solar,202,-104.79360911300,39.56403235800
7.05000000000,Solar,208,-105.18155201800,39.61175442700
4.50000000000,Solar,303,-104.89030010700,39.39382236600
7.25000000000,Solar,202,-104.79360776200,39.56037126300
3.50000000000,Solar,209,-104.81112332100,39.56572687200
4.00000000000,Solar,306,-104.58700888500,39.55858134200
8.30000000000,Solar,207,-104.64047381800,39.48803757900
3.99000000000,Solar,206,-104.74406250500,39.63025848100
5.13000000000,Solar,314,-104.79493215000,39.49333814400
3.40000000000,Solar,208,-105.16209582500,39.58487623000
2.50000000000,Wind,407,-104.41229081800,39.78965167100
6.80000000000,Solar,306,-104.61419788000,39.40396883200
4.80000000000,Solar,303,-104.88862271300,39.39552584200
3.00000000000,Solar,207,-104.71851310500,39.51725255900
4.60000000000,Solar,104,-105.44461456200,38.80403638800
7.80000000000,Solar,306,-104.59789675500,39.46562400300
9.50000000000,Solar,209,-104.81720241300,39.54247962100
4.50000000000,Solar,303,-104.88862647500,39.39425454600
4.50000000000,Solar,303,-104.88871499400,39.39391599900
5.16000000000,Solar,305,-104.74535396600,39.44289731500
4.50000000000,Solar,314,-104.80830574300,39.50998832400
4.60000000000,Solar,306,-104.64160964400,39.46660174600
3.20000000000,Solar,303,-104.89079568500,39.39452639600
5.00000000000,Solar,306,-104.55952025700,39.46749697400
2.53000000000,Solar,303,-104.88464838300,39.38927784500
5.90000000000,Solar,207,-104.73111481800,39.50532377400
7.30000000000,Solar,204,-104.73289091200,39.60776400700
4.50000000000,Solar,314,-104.81526710200,39.50223723900
4.30000000000,Solar,301,-104.84059231700,39.38237540100
9.80000000000,Solar,314,-104.80190703000,39.50364359100
2.32000000000,Solar,504,-105.39438562800,39.47393670000
6.00000000000,Solar,305,-104.77769963500,39.42609820400
9.80000000000,Solar,306,-104.50727659500,39.51981488000
9.80000000000,Solar,303,-104.89936602400,39.39336312900
3.40000000000,Solar,509,-105.63368828900,39.26782265600
5.90000000000,Solar,302,-104.80181802100,39.51026948200
4.50000000000,Solar,303,-104.88965187600,39.39373498800
3.80000000000,Solar,206,-104.72341422400,39.62793536600
5.50000000000,Solar,102,-105.09271343400,38.98324371900
5.80000000000,Solar,206,-104.78152335400,39.61068661700
4.50000000000,Solar,303,-104.88861745400,39.39396375700
3.20000000000,Solar,301,-104.84504637600,39.37070194100
3.40000000000,Solar,305,-104.73209801900,39.39985798400
5.80000000000,Solar,201,-104.76524740600,39.60938397100
6.10000000000,Solar,207,-104.73432340900,39.51835899400
4.10000000000,Solar,503,-105.33347007100,39.52863465400
3.17000000000,Solar,304,-104.74847647100,39.51263462000
5.30000000000,Solar,302,-104.78303995000,39.49921096900
4.80000000000,Solar,303,-104.88888278000,39.39463338100
7.00000000000,Solar,302,-104.79166074000,39.50545626300
7.70000000000,Solar,204,-104.74588660500,39.62762530400
4.70000000000,Solar,303,-104.89050390300,39.39393472700
4.80000000000,Solar,303,-104.89028005000,39.39509102400
4.80000000000,Solar,303,-104.88824995100,39.39407336500
7.50000000000,Solar,305,-104.79482188900,39.43422019400
4.20000000000,Solar,314,-104.80626488400,39.49756693500
7.50000000000,Solar,504,-105.32907089400,39.46869564600
3.75000000000,Solar,301,-104.83702125700,39.37304409200
9.00000000000,Solar,202,-104.76211802400,39.53822115300
9.70000000000,Solar,306,-104.62180843700,39.39650594100
4.00000000000,Solar,303,-104.98560943100,39.25251413200
4.00000000000,Solar,209,-104.81279124600,39.56501105600
4.20000000000,Solar,209,-104.81059099200,39.56571076300
3.20000000000,Solar,303,-104.89076020200,39.39539838000
6.00000000000,Solar,310,-105.07457188100,39.47476068100
7.70000000000,Solar,301,-104.82813015500,39.36440815600
3.68000000000,Solar,306,-104.52668088200,39.49975283500
5.20000000000,Solar,301,-104.79369437200,39.36770497100
8.80000000000,Solar,306,-104.69694106900,39.38085091300
5.80000000000,Solar,401,-104.29909108600,39.76999542000
9.86000000000,Solar,303,-104.87301163200,39.38833907000
4.20000000000,Solar,201,-104.74706604700,39.60553512700
7.00000000000,Solar,503,-105.37248854700,39.54431980400
4.50000000000,Solar,314,-104.81547028500,39.50191346900
5.00000000000,Solar,302,-104.79597417700,39.50917784300
3.99000000000,Solar,202,-104.79777093400,39.55555406200
9.60000000000,Solar,503,-105.40173255400,39.57727698600
4.20000000000,Solar,303,-104.88904518200,39.39571895800
7.80000000000,Solar,403,-104.42878554700,39.67296045800
8.80000000000,Solar,505,-105.51975070300,39.48907814300
3.80000000000,Solar,303,-104.88742997800,39.39547728400
7.00000000000,Solar,407,-104.47143802700,39.92309125300
7.41000000000,Solar,207,-104.71910732700,39.49471863200
3.80000000000,Solar,313,-104.83684147800,39.33612652300
4.80000000000,Solar,303,-104.89050476200,39.39572824100
4.50000000000,Solar,314,-104.81386703800,39.50058704700
3.80000000000,Solar,301,-104.85485509300,39.40022527500
4.50000000000,Solar,511,-105.32516015400,39.71423310900
5.80000000000,Solar,308,-104.91993644800,39.23817859800
4.20000000000,Solar,202,-104.80260272200,39.56010864200
4.80000000000,Solar,303,-104.89027465400,39.39602491300
2.60000000000,Solar,313,-104.86127941800,39.33598094100
5.13000000000,Solar,206,-104.72868223000,39.63098168500
4.00000000000,Solar,314,-104.81492570800,39.50158312900
4.80000000000,Solar,303,-104.88939864000,39.39517470900
2.30000000000,Solar,310,-105.06549920900,39.47087010100
7.50000000000,Solar,306,-104.56814215100,39.47842310100
3.50000000000,Solar,209,-104.81199652900,39.56410152300
4.70000000000,Solar,209,-104.82314369100,39.54323139700
7.00000000000,Solar,103,-105.27790848600,38.96022396400
4.00000000000,Solar,205,-104.80115566800,39.56644005600
7.85000000000,Solar,202,-104.79480643800,39.55941721000
2.28000000000,Solar,301,-104.84860233800,39.37071727600
3.50000000000,Solar,303,-104.88921289400,39.39453434800
7.93000000000,Solar,504,-105.42482347000,39.48923972500
3.30000000000,Solar,206,-104.79392415400,39.61487424100
8.70000000000,Solar,303,-104.87746771800,39.38797709500
5.94000000000,Solar,306,-104.59201139500,39.38008259200
8.50000000000,Solar,201,-104.74744026300,39.59641891600
3.30000000000,Solar,301,-104.81415959700,39.36771455000
3.42000000000,Solar,310,-105.06414700000,39.46740145200
6.12000000000,Solar,401,-104.34848686200,39.73245756100
8.96000000000,Solar,504,-105.36439377000,39.51567669700
3.70000000000,Solar,310,-105.06537189900,39.46940056200
3.27000000000,Solar,305,-104.78501818700,39.43220927500
2.90000000000,Solar,203,-105.15902566500,39.57505008400
9.30000000000,Solar,207,-104.73452687100,39.52027743300
3.50000000000,Solar,209,-104.81195669100,39.56473607000
9.98000000000,Solar,206,-104.74057006600,39.63101540700
10.00000000000,Solar,306,-104.61030131800,39.52801455400
2.50000000000,Solar,302,-104.78929638400,39.51005037500
4.28000000000,Solar,310,-105.07583875000,39.47537912500
3.14000000000,Solar,205,-104.80931606000,39.56469359800
3.80000000000,Solar,302,-104.79543560100,39.51706352400
4.50000000000,Solar,303,-104.88939788100,39.39403532100
3.80000000000,Solar,302,-104.80293955500,39.52255167000
4.80000000000,Solar,303,-104.88854193200,39.39587611600
7.41000000000,Solar,206,-104.72161259200,39.62509339700
10.00000000000,Solar,303,-104.89076301700,39.39526848600
5.13000000000,Solar,302,-104.79467617500,39.50693528200
5.00000000000,Solar,207,-104.72657239600,39.50586980300
3.00000000000,Solar,302,-104.80259334400,39.51849655900
11.48000000000,Solar,407,-104.50711574800,39.97688317700
6.40000000000,Solar,304,-104.74121524500,39.51837693500
4.80000000000,Solar,303,-104.88863386200,39.39616559100
3.00000000000,Solar,204,-104.75263956600,39.62848441100
3.80000000000,Solar,302,-104.79489066700,39.52289651400
6.50000000000,Solar,305,-104.66681189700,39.41030330300
4.20000000000,Solar,206,-104.74085676700,39.62342552400
10.00000000000,Solar,312,-104.40007036900,39.36327160200
4.48000000000,Solar,301,-104.78137687800,39.36628224800
2.60000000000,Solar,209,-104.80835683600,39.54639231100
2.70000000000,Solar,209,-104.81185001200,39.56423112300
3.50000000000,Solar,209,-104.81213371400,39.56466684600
4.50000000000,Solar,314,-104.81268080800,39.50138853300
5.13000000000,Solar,206,-104.72374863800,39.62493210100
2.00000000000,Solar,303,-105.00015065200,39.26669465100
6.90000000000,Solar,301,-104.85378165200,39.39215075100
6.60000000000,Solar,305,-104.82123480800,39.39448696400
3.50000000000,Solar,314,-104.81551652000,39.50156400800
7.50000000000,Solar,201,-104.74944502400,39.60063885400
6.10000000000,Solar,310,-105.06488107800,39.47086849500
5.00000000000,Solar,508,-106.09205410900,39.09039587300
6.20000000000,Solar,103,-105.27333605700,39.00116008900
9.00000000000,Solar,104,-105.29117763800,38.75995886100
7.20000000000,Solar,204,-104.74506784800,39.62465012200
5.04000000000,Solar,201,-104.71774781600,39.60981697700
6.60000000000,Solar,201,-104.77901708000,39.61247281200
4.40000000000,Solar,504,-105.38725761400,39.47869617100
5.30000000000,Solar,310,-105.07916361900,39.47268576900
6.50000000000,Solar,302,-104.80252384700,39.52666951200
5.50000000000,Solar,314,-104.80614891300,39.50049074000
9.70000000000,Solar,314,-104.79733795200,39.49338256200
4.20000000000,Solar,303,-104.88767554500,39.39504819600
4.60000000000,Solar,318,-104.86691436100,39.41959707600
8.55000000000,Solar,306,-104.56423922600,39.48308463600
3.50000000000,Solar,314,-104.81591399700,39.50059837200
4.80000000000,Solar,303,-104.88913686300,39.39408222400
4.80000000000,Solar,303,-104.88735083100,39.39525235200
3.80000000000,Solar,303,-104.88801969400,39.39496371900
1.90000000000,Wind,102,-105.26653016700,38.95436936900
3.50000000000,Solar,314,-104.81494593000,39.50141738500
9.72000000000,Solar,201,-104.74744197700,39.59662098800
9.80000000000,Solar,201,-104.75628788500,39.59544412200
6.27000000000,Solar,314,-104.79531201600,39.49880050900
6.80000000000,Solar,313,-104.86064281800,39.33529025700
7.20000000000,Solar,312,-104.55511322000,39.37326739700
9.50000000000,Solar,303,-104.89219078400,39.38958833900
2.70000000000,Solar,209,-104.81094574100,39.56572723900
6.07000000000,Solar,511,-105.42092711100,39.67409297200
3.36000000000,Solar,306,-104.57614876600,39.44789052700
9.00000000000,Solar,308,-104.87788659200,39.19552217900
15.00000000000,Solar,511,-105.45444395600,39.72027272700
7.80000000000,Solar,305,-104.74692401200,39.43528919000
4.50000000000,Solar,511,-105.41482170700,39.71922664200
7.68000000000,Solar,503,-105.39916267000,39.57796906800
4.40000000000,Solar,504,-105.33247351200,39.42026539500
3.90000000000,Solar,206,-104.80239663100,39.62383278500
10.00000000000,Solar,306,-104.63202859700,39.36922688200
4.20000000000,Solar,303,-104.88845293300,39.39401218900
5.30000000000,Solar,208,-105.16914614500,39.58301641200
2.45000000000,Solar,101,-105.02918717200,38.99999747700
7.80000000000,Solar,308,-104.98416686500,39.24666459200
4.80000000000,Solar,304,-104.74360692800,39.50189016400
5.90000000000,Solar,503,-105.33693609600,39.54502238300
10.00000000000,Solar,305,-104.78314551200,39.42103821800
6.50000000000,Solar,306,-104.55741973500,39.45758746800
6.20000000000,Solar,318,-104.87430883000,39.42775534500
5.76000000000,Solar,201,-104.76826520300,39.58919662000
4.80000000000,Solar,306,-104.63968946000,39.38220626800
9.00000000000,Solar,301,-104.79223932800,39.36315928500
8.00000000000,Solar,209,-104.82299193300,39.54364758700
5.42000000000,Solar,206,-104.72201839000,39.62428774000
7.59000000000,Solar,309,-104.90534891800,39.48655101200
3.50000000000,Solar,305,-104.65749647300,39.41442705200
5.10000000000,Solar,204,-104.72373337300,39.61919589700
5.70000000000,Solar,206,-104.73353834100,39.62765852500
5.00000000000,Solar,206,-104.74300194600,39.62413711800
4.80000000000,Solar,301,-104.81201162000,39.36297801000
7.10000000000,Solar,505,-105.41012966000,39.43594834700
4.90000000000,Solar,304,-104.74997623900,39.50588267200
4.10000000000,Solar,303,-104.88843989800,39.39515503200
4.00000000000,Solar,306,-104.57546176700,39.46181475000
7.35000000000,Solar,206,-104.76746720700,39.62025836600
3.10000000000,Solar,509,-105.76787266500,39.34156919500
4.00000000000,Solar,509,-105.83246348000,39.37958106200
9.86000000000,Solar,310,-105.08161360700,39.47262041100
5.30000000000,Solar,302,-104.78332380100,39.52289749800
4.48000000000,Solar,302,-104.78347840000,39.51236252400
5.50000000000,Solar,302,-104.80259460100,39.51515697400
4.80000000000,Solar,303,-104.89010960200,39.39568170300
4.20000000000,Solar,305,-104.82149595100,39.39702709000
5.00000000000,Solar,303,-104.89353311300,39.39208015900
4.80000000000,Solar,303,-104.88830159200,39.39436439000
9.30000000000,Solar,511,-105.40837670700,39.71688965600
9.86000000000,Solar,206,-104.80762763500,39.61764324000
5.00000000000,Solar,314,-104.79718036200,39.50441526500
4.80000000000,Solar,303,-104.89048685900,39.39553921300
9.80000000000,Solar,310,-105.07584178800,39.42801297600
2.50000000000,Solar,306,-104.62021895000,39.42744853000
5.60000000000,Solar,507,-105.60064370200,39.44599644300
6.50000000000,Solar,317,-104.81841448500,39.37904833000
8.80000000000,Solar,204,-104.72809652000,39.61605791500
6.10000000000,Solar,102,-105.26957439100,38.88672725600
7.03000000000,Solar,204,-104.74006694400,39.62017989300
5.00000000000,Solar,101,-105.05219110900,38.98700571700
9.90000000000,Solar,204,-104.73509414000,39.61356054200
9.50000000000,Solar,207,-104.64147121300,39.48435194400
4.93000000000,Solar,311,-104.89892518800,39.40729673500
6.00000000000,Solar,401,-104.32482118300,39.76577178700
3.90000000000,Solar,206,-104.77460639300,39.61679786700
3.30000000000,Solar,301,-104.80628094000,39.37301082500
5.80000000000,Solar,407,-104.43440951000,39.83046120800
6.60000000000,Solar,207,-104.73128074000,39.51861334800
1.00000000000,Solar,509,-105.73051741900,39.23417251800
5.50000000000,Solar,101,-105.01831401300,38.94613569300
7.80000000000,Solar,404,-104.14961816500,39.71568436100
2.90000000000,Solar,207,-104.68720130100,39.55052990500
8.80000000000,Solar,305,-104.78335753200,39.42033240600
4.80000000000,Solar,303,-104.88905860200,39.39535092400
2.99000000000,Solar,302,-104.78669643500,39.52979016900
4.80000000000,Solar,303,-104.88975877800,39.39438704700
3.80000000000,Solar,309,-104.88965412000,39.46781841900
3.20000000000,Solar,209,-104.81246893900,39.56415198000
2.40000000000,Solar,511,-105.40179277200,39.72038151100
4.80000000000,Solar,303,-104.88737022700,39.39452510800
4.80000000000,Solar,303,-104.88835562300,39.39557912000
3.42000000000,Solar,204,-104.75311554100,39.61570072000
8.50000000000,Solar,306,-104.63450004700,39.37080754500
3.80000000000,Solar,301,-104.85704704600,39.38351972000
8.00000000000,Solar,102,-105.25214821100,38.84268195100
7.60000000000,Solar,204,-104.75569287900,39.62313218700
3.50000000000,Solar,209,-104.81260568300,39.56446226900
8.00000000000,Solar,207,-104.67786254200,39.49413376800
6.20000000000,Solar,103,-105.40256198500,38.85187052400
9.41000000000,Solar,304,-104.75464043600,39.49580979900
8.10000000000,Solar,312,-104.55492837700,39.36552763800
3.50000000000,Solar,306,-104.62596894700,39.37607579500
2.50000000000,Solar,303,-104.90382813600,39.34926778200
4.65000000000,Solar,206,-104.78336442400,39.61244464200
4.60000000000,Solar,306,-104.62266243100,39.42511413600
5.40000000000,Solar,314,-104.79577118300,39.49405117100
4.00000000000,Solar,206,-104.77487408800,39.61678994500
1.80000000000,Solar,303,-104.89110627800,39.39143562600
2.90000000000,Solar,303,-104.88791056400,39.39500890900
2.80000000000,Solar,206,-104.78214614400,39.61835225500
